delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference,Calculated_delay_flag
1216.0,blue dart,groceries,ev van,same day,north,hot,43.0,7.35,2,8,no,delivered,4,337.05,-6,On-Time
1217.0,fedex,groceries,truck,same day,north,rainy,15.6,5.28,5,8,no,delivered,5,193.84,-3,On-Time
1218.0,xpressbees,fragile items,ev van,same day,south,foggy,36.7,42.64,3,8,no,delivered,3,411.42,-5,On-Time
1219.0,amazon logistics,pharmacy,scooter,two day,central,stormy,170.4,13.42,8,16,no,delivered,5,892.26,-8,On-Time
1220.0,dhl,clothing,van,express,west,stormy,257.8,36.01,11,7,yes,delayed,3,1447.03,4,Late
1221.0,shadowfax,cosmetics,ev bike,express,east,stormy,16.5,37.54,7,2,yes,delayed,2,245.12,5,Late
1222.0,fedex,groceries,ev bike,express,west,rainy,153.2,10.88,7,5,yes,failed,1,848.64,2,Late
1223.0,ecom express,groceries,ev bike,express,north,foggy,188.3,2.31,9,5,yes,delayed,2,998.43,4,Late
1224.0,shadowfax,electronics,van,same day,south,foggy,183.2,16.93,7,8,no,delivered,3,1066.79,-1,On-Time
1225.0,dhl,automobile parts,bike,two day,central,clear,88.0,25.39,2,16,no,delivered,3,516.17,-14,On-Time
1226.0,ecom express,electronics,ev van,express,west,hot,73.3,18.19,2,3,no,delivered,5,471.07,-1,On-Time
1227.0,delhivery,automobile parts,van,express,east,stormy,7.8,15.43,7,2,yes,delayed,2,135.29,5,Late
1228.0,ecom express,electronics,truck,two day,south,stormy,48.7,1.56,6,16,no,delivered,5,248.18,-10,On-Time
1229.0,blue dart,furniture,bike,express,south,hot,4.9,28.79,1,2,no,delivered,3,160.87,-1,On-Time
1230.0,ekart,electronics,ev van,standard,north,foggy,146.9,23.74,7,24,no,delivered,4,805.72,-17,On-Time
1231.0,amazon logistics,furniture,scooter,express,central,stormy,199.2,44.98,11,5,yes,failed,2,1180.94,6,Late
1232.0,xpressbees,fragile items,ev van,standard,north,hot,183.7,6.89,4,24,no,delivered,5,939.17,-20,On-Time
1233.0,ecom express,pharmacy,ev bike,express,central,stormy,215.7,25.22,14,6,yes,delayed,2,1204.16,8,Late
1234.0,xpressbees,furniture,scooter,two day,south,hot,25.7,26.46,3,16,no,delivered,5,207.88,-13,On-Time
1235.0,shadowfax,clothing,van,two day,central,clear,170.3,25.46,8,16,no,delivered,3,927.88,-8,On-Time
1236.0,dhl,automobile parts,ev van,two day,north,cold,61.9,3.78,1,16,no,delivered,4,320.84,-15,On-Time
1237.0,delhivery,groceries,truck,express,east,stormy,194.0,8.71,8,5,yes,failed,2,1046.13,3,Late
1238.0,blue dart,furniture,ev bike,express,north,hot,242.5,2.16,5,6,no,delivered,3,1268.98,-1,On-Time
1239.0,ekart,automobile parts,truck,two day,north,clear,191.7,10.61,6,16,no,delivered,5,990.33,-10,On-Time
1240.0,delhivery,pharmacy,scooter,two day,south,foggy,119.2,23.99,6,16,no,delivered,5,667.97,-10,On-Time
1241.0,fedex,cosmetics,bike,standard,west,foggy,116.6,37.85,5,24,no,delivered,3,696.55,-19,On-Time
1242.0,xpressbees,clothing,bike,two day,central,rainy,168.0,17.69,9,16,no,delivered,5,893.07,-7,On-Time
1243.0,ecom express,furniture,van,standard,north,cold,267.8,16.79,6,24,no,delivered,5,1389.37,-18,On-Time
1244.0,fedex,furniture,ev bike,express,west,foggy,197.3,22.68,7,5,yes,delayed,3,1104.54,2,Late
1245.0,amazon logistics,clothing,scooter,same day,central,cold,30.3,30.15,3,8,no,delivered,4,341.95,-5,On-Time
1246.0,ecom express,groceries,scooter,same day,central,foggy,235.7,33.59,6,8,no,delivered,4,1379.27,-2,On-Time
1247.0,amazon logistics,fragile items,van,two day,south,stormy,16.8,18.45,4,16,no,delivered,3,139.35,-12,On-Time
1248.0,fedex,automobile parts,scooter,same day,north,stormy,112.6,12.3,7,8,no,delivered,4,699.9,-1,On-Time
1249.0,ekart,fragile items,van,express,central,stormy,113.9,26.14,7,4,yes,delayed,2,697.92,3,Late
1250.0,ecom express,automobile parts,truck,express,central,stormy,187.6,32.18,10,5,yes,delayed,2,1084.54,5,Late
1251.0,ekart,automobile parts,scooter,same day,south,hot,251.0,14.1,6,8,no,delivered,4,1397.3,-2,On-Time
1252.0,dhl,clothing,bike,two day,north,rainy,83.6,2.87,6,16,no,delivered,4,426.61,-10,On-Time
1253.0,delhivery,fragile items,bike,two day,east,hot,190.8,42.0,7,16,no,delivered,5,1080.0,-9,On-Time
1254.0,amazon logistics,pharmacy,van,two day,south,hot,173.9,44.8,4,16,no,delivered,4,1003.9,-12,On-Time
1255.0,shadowfax,fragile items,scooter,same day,east,hot,183.4,35.25,6,8,no,delivered,4,1122.75,-2,On-Time
1256.0,delhivery,pharmacy,ev bike,express,north,foggy,6.7,39.35,3,2,yes,delayed,2,201.55,1,Late
1257.0,blue dart,clothing,bike,two day,central,foggy,154.1,49.52,8,16,no,delivered,5,920.32,-8,On-Time
1258.0,fedex,pharmacy,bike,standard,east,hot,280.9,10.06,7,24,no,delivered,5,1434.68,-17,On-Time
1259.0,fedex,cosmetics,truck,two day,north,stormy,74.7,10.14,6,16,no,delivered,4,403.92,-10,On-Time
1260.0,amazon logistics,clothing,truck,two day,south,clear,235.8,31.81,11,16,no,delivered,5,1274.43,-5,On-Time
1261.0,ekart,furniture,ev bike,same day,west,hot,216.6,49.4,6,8,no,delivered,5,1331.2,-2,On-Time
1262.0,ecom express,pharmacy,bike,same day,west,hot,295.8,28.94,5,8,no,delivered,4,1632.7206,-3,On-Time
1263.0,fedex,furniture,ev bike,same day,north,stormy,96.0,46.9,9,8,yes,delayed,3,720.7,1,Late
1264.0,amazon logistics,fragile items,ev van,standard,west,stormy,255.8,47.72,11,24,no,delivered,5,1422.16,-13,On-Time
1265.0,ekart,clothing,truck,standard,central,stormy,83.6,42.35,7,24,no,delivered,4,545.05,-17,On-Time
1266.0,delhivery,groceries,van,same day,south,foggy,138.0,28.3,4,8,no,delivered,5,874.9,-4,On-Time
1267.0,delhivery,automobile parts,van,standard,west,hot,145.2,35.37,3,24,no,delivered,5,832.11,-21,On-Time
1268.0,dhl,furniture,ev bike,same day,west,clear,211.0,33.71,7,8,no,delivered,4,1256.13,-1,On-Time
1269.0,ecom express,clothing,bike,express,central,rainy,75.1,24.75,5,3,yes,failed,1,499.75,2,Late
1270.0,delhivery,clothing,ev bike,standard,north,cold,101.7,7.28,5,24,no,delivered,5,530.34,-19,On-Time
1271.0,dhl,pharmacy,scooter,same day,central,hot,292.7,3.4,5,8,no,delivered,4,1573.7,-3,On-Time
1272.0,delhivery,automobile parts,ev van,express,north,clear,196.3,0.83,6,5,yes,delayed,2,1033.99,1,Late
1273.0,ecom express,electronics,bike,express,east,rainy,165.5,27.83,8,5,yes,delayed,3,960.99,3,Late
1274.0,xpressbees,electronics,truck,two day,north,clear,17.6,19.75,1,16,no,delivered,5,147.25,-15,On-Time
1275.0,xpressbees,groceries,van,same day,north,cold,297.1,5.29,10,8,yes,delayed,2,1612.37,2,Late
1276.0,xpressbees,clothing,van,two day,south,cold,229.9,37.17,6,16,no,delivered,4,1261.01,-10,On-Time
1277.0,shadowfax,clothing,van,express,north,stormy,293.2,31.23,15,7,yes,delayed,3,1609.69,8,Late
1278.0,xpressbees,documents,bike,express,north,hot,101.5,23.22,4,4,yes,delayed,2,627.16,0,On-Time
1279.0,delhivery,pharmacy,ev van,same day,south,stormy,38.8,47.5,7,8,no,delivered,3,436.5,-1,On-Time
1280.0,amazon logistics,fragile items,truck,standard,north,cold,224.0,21.03,5,24,no,delivered,5,1183.09,-19,On-Time
1281.0,xpressbees,documents,truck,two day,south,cold,221.4,25.39,8,16,no,delivered,4,1183.17,-8,On-Time
1282.0,xpressbees,cosmetics,truck,express,south,cold,261.2,44.06,9,7,yes,delayed,2,1488.18,2,Late
1283.0,dhl,fragile items,truck,express,east,foggy,3.6,46.09,2,2,yes,delayed,2,204.27,0,On-Time
1284.0,amazon logistics,electronics,truck,same day,central,foggy,176.5,29.24,6,8,no,delivered,4,1070.22,-2,On-Time
1285.0,dhl,fragile items,van,standard,north,clear,43.6,25.78,1,24,no,delivered,4,295.34,-23,On-Time
1286.0,delhivery,clothing,bike,express,central,hot,144.2,8.88,4,4,no,delivered,4,797.64,0,On-Time
1287.0,ecom express,cosmetics,bike,standard,east,foggy,297.1,1.39,10,24,no,delivered,4,1503.17,-14,On-Time
1288.0,ekart,cosmetics,truck,same day,central,clear,223.9,41.82,4,8,no,delivered,5,1344.96,-4,On-Time
1289.0,delhivery,fragile items,scooter,same day,east,hot,80.0,17.06,2,8,no,delivered,3,551.18,-6,On-Time
1290.0,shadowfax,groceries,van,standard,north,cold,187.8,45.37,6,24,no,delivered,5,1075.11,-18,On-Time
1291.0,ekart,pharmacy,truck,standard,south,cold,144.9,25.59,4,24,no,delivered,5,801.27,-20,On-Time
1292.0,amazon logistics,electronics,truck,two day,north,stormy,136.5,13.61,9,16,no,delivered,4,723.33,-7,On-Time
1293.0,dhl,furniture,scooter,express,central,cold,20.5,4.43,0,2,no,delivered,4,165.79,-2,On-Time
1294.0,delhivery,automobile parts,truck,two day,east,cold,193.8,22.92,3,16,no,delivered,5,1037.76,-13,On-Time
1295.0,ecom express,clothing,ev van,same day,central,stormy,184.2,49.33,11,8,yes,delayed,2,1168.99,3,Late
1296.0,fedex,clothing,van,two day,west,stormy,28.1,36.38,4,16,no,delivered,5,249.64,-12,On-Time
1297.0,ekart,cosmetics,bike,express,central,rainy,39.6,24.39,5,2,yes,failed,1,321.17,3,Late
1298.0,xpressbees,furniture,truck,express,south,stormy,138.7,4.24,12,4,yes,delayed,2,756.22,8,Late
1299.0,fedex,furniture,truck,same day,south,cold,162.0,23.89,5,8,no,delivered,4,981.67,-3,On-Time
1300.0,delhivery,documents,van,same day,west,cold,58.2,8.83,2,8,no,delivered,4,417.49,-6,On-Time
1301.0,xpressbees,clothing,truck,same day,central,cold,249.7,24.62,9,8,yes,delayed,3,1422.36,1,Late
1302.0,dhl,cosmetics,ev bike,express,central,rainy,212.9,8.37,7,6,yes,delayed,2,1139.61,1,Late
1303.0,xpressbees,groceries,truck,same day,central,hot,68.4,1.73,3,8,no,delivered,4,447.19,-5,On-Time
1304.0,ecom express,cosmetics,ev bike,express,south,foggy,241.4,47.45,9,6,yes,delayed,2,1399.35,3,Late
1305.0,shadowfax,groceries,bike,two day,west,clear,176.1,36.67,6,16,no,delivered,5,990.51,-10,On-Time
1306.0,xpressbees,groceries,scooter,same day,central,cold,95.8,45.03,2,8,no,delivered,5,714.09,-6,On-Time
1307.0,ekart,documents,truck,express,south,rainy,248.7,12.91,9,6,yes,delayed,3,1332.23,3,Late
1308.0,ekart,pharmacy,scooter,two day,north,cold,154.1,26.14,4,16,no,delivered,5,848.92,-12,On-Time
1309.0,dhl,documents,ev van,standard,east,stormy,131.7,21.31,7,24,no,delivered,4,722.43,-17,On-Time
1310.0,amazon logistics,automobile parts,ev bike,two day,east,hot,5.8,15.09,1,16,no,delivered,5,95.6674,-15,On-Time
1311.0,fedex,groceries,van,express,west,stormy,246.6,26.16,12,6,yes,delayed,2,1361.48,6,Late
1312.0,dhl,fragile items,ev bike,standard,north,foggy,83.6,48.95,6,24,no,delivered,5,564.85,-18,On-Time
1313.0,amazon logistics,furniture,ev van,two day,east,cold,87.8,19.26,3,16,no,delivered,4,496.78,-13,On-Time
1314.0,amazon logistics,groceries,bike,same day,east,clear,250.8,14.28,7,8,no,delivered,4,1396.84,-1,On-Time
1315.0,ecom express,furniture,truck,standard,east,clear,26.8,1.87,3,24,no,delivered,4,139.61,-21,On-Time
1316.0,ekart,groceries,van,express,north,stormy,286.4,1.81,11,7,yes,delayed,3,1487.43,4,Late
1317.0,xpressbees,furniture,ev bike,express,north,cold,100.0,25.1,2,4,no,delivered,5,625.3,-2,On-Time
1318.0,shadowfax,fragile items,scooter,same day,east,hot,100.7,30.64,5,8,no,delivered,4,695.42,-3,On-Time
1319.0,fedex,cosmetics,scooter,two day,south,hot,210.0,41.14,8,16,no,delivered,3,1173.42,-8,On-Time
1320.0,dhl,electronics,ev bike,express,north,clear,108.9,16.85,2,4,no,delivered,4,645.05,-2,On-Time
1321.0,blue dart,electronics,ev van,two day,central,clear,82.0,33.1,4,16,no,delivered,4,509.3,-12,On-Time
1322.0,ekart,electronics,bike,two day,east,rainy,48.6,0.67,4,16,no,delivered,5,244.38,-12,On-Time
1323.0,fedex,cosmetics,truck,express,east,hot,100.2,2.57,3,4,no,delivered,3,558.71,-1,On-Time
1324.0,amazon logistics,clothing,ev bike,two day,west,clear,291.8,41.48,10,16,no,delivered,5,1583.44,-6,On-Time
1325.0,amazon logistics,groceries,bike,two day,west,foggy,40.2,9.2,5,16,no,delivered,5,228.6,-11,On-Time
1326.0,blue dart,fragile items,truck,express,south,foggy,280.9,37.14,10,7,yes,failed,2,1565.92,3,Late
1327.0,xpressbees,clothing,ev van,same day,north,clear,172.7,40.96,5,8,no,delivered,5,1086.38,-3,On-Time
1328.0,delhivery,clothing,ev van,two day,east,stormy,202.7,48.56,8,16,no,delivered,5,1159.18,-8,On-Time
1329.0,xpressbees,electronics,scooter,same day,south,rainy,238.9,10.03,5,8,no,delivered,4,1324.59,-3,On-Time
1330.0,dhl,documents,ev van,same day,central,clear,14.2,41.65,3,8,no,delivered,5,295.95,-5,On-Time
1331.0,fedex,electronics,van,two day,central,foggy,292.3,11.9,9,16,no,delivered,5,1497.2,-7,On-Time
1332.0,xpressbees,pharmacy,van,same day,central,foggy,228.1,9.39,9,8,yes,delayed,3,1268.67,1,Late
1333.0,dhl,cosmetics,scooter,express,west,rainy,240.8,31.17,7,6,yes,delayed,3,1347.51,1,Late
1334.0,amazon logistics,clothing,ev bike,same day,central,clear,128.3,7.5,4,8,no,delivered,5,764.0,-4,On-Time
1335.0,fedex,furniture,bike,two day,central,clear,179.5,33.77,5,16,no,delivered,4,998.81,-11,On-Time
1336.0,ecom express,documents,ev bike,express,north,hot,168.8,39.2,6,5,yes,delayed,2,1011.6,1,Late
1337.0,shadowfax,electronics,bike,two day,west,hot,30.3,43.62,1,16,no,delivered,5,282.36,-15,On-Time
1338.0,ekart,furniture,ev van,standard,east,hot,58.9,6.14,2,24,no,delivered,3,312.92,-22,On-Time
1339.0,xpressbees,cosmetics,scooter,express,north,rainy,230.8,5.53,6,6,no,delivered,4,1220.59,0,On-Time
1340.0,dhl,documents,truck,standard,west,stormy,148.8,27.92,10,24,no,delivered,4,827.76,-14,On-Time
1341.0,fedex,fragile items,scooter,two day,north,cold,56.5,33.51,3,16,no,delivered,4,383.03,-13,On-Time
1342.0,blue dart,automobile parts,bike,same day,central,cold,257.4,37.16,7,8,no,delivered,5,1498.48,-1,On-Time
1343.0,blue dart,electronics,bike,standard,west,hot,52.0,6.9,3,24,no,delivered,4,280.7,-21,On-Time
1344.0,shadowfax,clothing,ev van,standard,south,clear,277.1,34.85,8,24,no,delivered,4,1490.05,-16,On-Time
1345.0,blue dart,documents,bike,same day,north,foggy,226.7,28.09,8,8,yes,delayed,3,1317.77,0,On-Time
1346.0,ecom express,fragile items,bike,express,central,cold,244.9,12.21,9,6,yes,delayed,3,1311.13,3,Late
1347.0,amazon logistics,clothing,truck,standard,central,hot,152.1,12.56,6,24,no,delivered,4,798.18,-18,On-Time
1348.0,xpressbees,furniture,ev van,two day,east,clear,151.1,48.64,5,16,no,delivered,5,901.42,-11,On-Time
1349.0,xpressbees,furniture,bike,express,central,cold,36.9,39.37,2,2,no,delivered,5,352.61,0,On-Time
1350.0,shadowfax,clothing,scooter,same day,west,foggy,280.2,12.55,10,8,yes,delayed,2,1538.65,2,Late
1351.0,delhivery,electronics,truck,two day,west,clear,117.5,6.9,4,16,no,delivered,5,608.2,-12,On-Time
1352.0,dhl,clothing,van,standard,east,clear,171.6,37.78,5,24,no,delivered,3,971.34,-19,On-Time
1353.0,fedex,electronics,bike,express,north,foggy,22.7,15.32,2,2,no,delivered,3,209.46,0,On-Time
1354.0,ecom express,furniture,ev van,same day,south,cold,60.3,0.67,3,8,no,delivered,5,403.12,-5,On-Time
1355.0,blue dart,automobile parts,van,two day,south,stormy,261.1,32.17,16,16,yes,delayed,2,1402.01,0,On-Time
1356.0,fedex,groceries,ev bike,standard,north,foggy,131.5,25.69,6,24,no,delivered,4,734.57,-18,On-Time
1357.0,dhl,documents,van,express,west,stormy,115.9,10.57,11,4,yes,delayed,3,661.21,7,Late
1358.0,blue dart,documents,truck,two day,north,rainy,79.6,45.93,8,16,no,delivered,4,535.79,-8,On-Time
1359.0,delhivery,automobile parts,ev van,express,south,clear,287.9,37.47,8,7,yes,failed,2,1601.91,1,Late
1360.0,dhl,automobile parts,scooter,standard,west,foggy,202.9,10.85,10,24,no,delivered,5,1047.05,-14,On-Time
1361.0,delhivery,pharmacy,ev bike,express,east,rainy,148.6,49.52,10,4,yes,failed,1,942.16,6,Late
1362.0,delhivery,furniture,scooter,standard,east,cold,286.5,17.25,8,24,no,delivered,5,1484.25,-16,On-Time
1363.0,dhl,clothing,scooter,same day,central,rainy,173.0,12.85,12,8,yes,failed,1,1003.55,4,Late
1364.0,blue dart,automobile parts,bike,two day,east,rainy,279.2,5.17,10,16,no,delivered,5,1411.51,-6,On-Time
1365.0,fedex,electronics,van,standard,west,foggy,48.7,32.71,3,24,no,delivered,5,341.63,-21,On-Time
1366.0,delhivery,clothing,truck,express,west,foggy,123.8,29.94,5,4,yes,delayed,2,758.82,1,Late
1367.0,ekart,cosmetics,truck,same day,north,stormy,164.6,22.27,8,8,yes,delayed,2,989.81,0,On-Time
1368.0,fedex,clothing,van,standard,east,clear,54.4,22.32,2,24,no,delivered,4,338.96,-22,On-Time
1369.0,ecom express,electronics,van,same day,east,cold,190.8,26.49,5,8,no,delivered,3,1133.47,-3,On-Time
1370.0,shadowfax,pharmacy,scooter,standard,north,rainy,221.4,4.22,13,24,no,delivered,5,1119.66,-11,On-Time
1371.0,amazon logistics,electronics,ev van,same day,north,stormy,72.5,23.46,6,8,no,delivered,5,532.88,-2,On-Time
1372.0,dhl,documents,van,express,south,cold,118.5,45.65,2,4,no,delivered,5,779.45,-2,On-Time
1373.0,fedex,pharmacy,scooter,two day,east,clear,278.5,41.85,6,16,no,delivered,5,1518.05,-10,On-Time
1374.0,dhl,clothing,ev van,two day,east,foggy,177.1,32.53,6,16,no,delivered,4,983.09,-10,On-Time
1375.0,amazon logistics,cosmetics,truck,two day,south,stormy,209.1,46.24,7,16,no,delivered,3,1184.22,-9,On-Time
1376.0,ecom express,electronics,ev van,standard,south,clear,238.9,48.79,6,24,no,delivered,4,1340.87,-18,On-Time
1377.0,ecom express,pharmacy,van,two day,south,stormy,66.9,35.57,7,16,no,delivered,4,441.21,-9,On-Time
1378.0,xpressbees,electronics,van,standard,central,hot,215.9,5.82,8,24,no,delivered,5,1096.96,-16,On-Time
1379.0,fedex,cosmetics,ev bike,standard,west,clear,266.0,2.73,5,24,no,delivered,4,1338.19,-19,On-Time
1380.0,fedex,cosmetics,ev van,two day,central,cold,286.0,39.6,8,16,no,delivered,5,1548.8,-8,On-Time
1381.0,ecom express,fragile items,ev bike,two day,west,foggy,30.6,29.0,4,16,no,delivered,3,240.0,-12,On-Time
1382.0,ekart,documents,van,express,east,cold,63.4,29.15,2,3,no,delivered,5,454.45,-1,On-Time
1383.0,dhl,documents,truck,two day,east,rainy,3.6,27.43,4,16,no,delivered,4,96.29,-12,On-Time
1384.0,ecom express,automobile parts,van,standard,south,clear,119.5,2.34,5,24,no,delivered,4,604.52,-19,On-Time
1385.0,dhl,cosmetics,van,express,north,stormy,91.0,4.5,8,3,yes,failed,1,518.5,5,Late
1386.0,ekart,clothing,van,standard,west,foggy,176.7,11.49,7,24,no,delivered,4,917.97,-17,On-Time
1387.0,shadowfax,electronics,bike,same day,south,stormy,74.0,30.58,7,8,no,delivered,3,561.74,-1,On-Time
1388.0,ekart,groceries,ev van,two day,north,cold,210.3,27.97,4,16,no,delivered,3,1135.41,-12,On-Time
1389.0,ecom express,pharmacy,bike,same day,east,cold,288.0,0.67,8,8,yes,delayed,2,1541.62,0,On-Time
1390.0,ecom express,groceries,scooter,same day,east,clear,31.2,19.94,2,8,no,delivered,3,315.82,-6,On-Time
1391.0,ekart,fragile items,scooter,standard,west,clear,65.2,7.52,2,24,no,delivered,4,348.56,-22,On-Time
1392.0,fedex,furniture,scooter,same day,central,foggy,59.1,17.93,5,8,no,delivered,4,449.29,-3,On-Time
1393.0,ecom express,automobile parts,van,express,central,clear,293.7,24.77,7,7,no,delivered,5,1592.81,0,On-Time
1394.0,xpressbees,fragile items,ev van,same day,central,cold,174.7,22.64,5,8,no,delivered,4,1041.42,-3,On-Time
1395.0,blue dart,furniture,scooter,standard,central,stormy,94.3,40.44,6,24,no,delivered,3,592.82,-18,On-Time
1396.0,shadowfax,fragile items,ev bike,same day,central,clear,114.8,4.35,4,8,no,delivered,4,687.05,-4,On-Time
1397.0,shadowfax,furniture,ev bike,express,west,stormy,244.1,10.99,10,6,yes,delayed,2,1303.47,4,Late
1398.0,shadowfax,electronics,ev bike,two day,north,hot,226.0,25.03,4,16,no,delivered,4,1205.09,-12,On-Time
1399.0,delhivery,documents,truck,two day,south,hot,126.2,37.41,5,16,no,delivered,5,743.23,-11,On-Time
1400.0,ekart,groceries,ev bike,two day,east,cold,86.2,43.94,3,16,no,delivered,5,562.82,-13,On-Time
1401.0,amazon logistics,automobile parts,ev bike,express,west,stormy,287.3,24.48,11,7,yes,delayed,3,1559.94,4,Late
1402.0,ekart,fragile items,ev bike,same day,west,stormy,251.1,46.0,11,8,yes,failed,1,1493.5,3,Late
1403.0,ekart,clothing,truck,same day,central,clear,3.6,29.73,2,8,no,delivered,5,203.69,-6,On-Time
1404.0,ekart,electronics,bike,two day,north,cold,153.3,41.86,3,16,no,delivered,5,892.08,-13,On-Time
1405.0,blue dart,furniture,truck,two day,east,hot,13.8,18.17,2,16,no,delivered,5,123.51,-14,On-Time
1406.0,blue dart,furniture,ev bike,standard,west,hot,164.8,15.31,5,24,no,delivered,5,869.93,-19,On-Time
1407.0,dhl,cosmetics,van,two day,south,cold,283.0,37.66,7,16,no,delivered,4,1527.98,-9,On-Time
1408.0,amazon logistics,documents,scooter,express,south,hot,7.0,27.38,1,2,no,delivered,5,167.14,-1,On-Time
1409.0,delhivery,fragile items,truck,two day,west,foggy,92.5,28.15,5,16,no,delivered,4,546.95,-11,On-Time
1410.0,ekart,groceries,bike,same day,central,stormy,151.3,39.18,5,8,no,delivered,4,974.04,-3,On-Time
1411.0,delhivery,groceries,ev bike,express,east,cold,77.5,33.25,3,3,no,delivered,3,537.25,0,On-Time
1412.0,shadowfax,groceries,ev van,standard,east,clear,37.2,11.97,3,24,no,delivered,5,221.91,-21,On-Time
1413.0,ekart,automobile parts,van,two day,north,clear,82.0,6.96,3,16,no,delivered,3,430.88,-13,On-Time
1414.0,amazon logistics,groceries,bike,standard,south,foggy,116.7,0.97,4,24,no,delivered,5,586.41,-20,On-Time
1415.0,shadowfax,pharmacy,scooter,standard,north,stormy,94.1,36.45,8,24,no,delivered,3,579.85,-16,On-Time
1416.0,amazon logistics,automobile parts,bike,standard,central,cold,297.1,27.96,12,24,no,delivered,5,1574.88,-12,On-Time
1417.0,shadowfax,electronics,van,same day,central,rainy,288.5,18.25,11,8,yes,delayed,2,1597.25,3,Late
1418.0,dhl,furniture,scooter,express,west,rainy,190.4,6.08,9,5,yes,delayed,2,1020.24,4,Late
1419.0,amazon logistics,cosmetics,ev bike,same day,south,rainy,17.3,9.8,2,8,no,delivered,5,215.9,-6,On-Time
1420.0,fedex,automobile parts,ev van,two day,east,rainy,24.5,32.2,7,16,no,delivered,4,219.1,-9,On-Time
1421.0,ecom express,electronics,van,express,north,clear,210.2,7.72,4,6,no,delivered,4,1124.16,-2,On-Time
1422.0,ecom express,cosmetics,ev van,standard,central,stormy,200.8,27.5,13,24,no,delivered,4,1086.5,-11,On-Time
1423.0,shadowfax,fragile items,van,express,north,cold,54.8,21.76,1,3,no,delivered,3,389.28,-2,On-Time
1424.0,xpressbees,groceries,bike,same day,west,foggy,265.4,34.18,9,8,yes,delayed,3,1529.54,1,Late
1425.0,ekart,cosmetics,ev van,same day,east,foggy,216.2,41.33,6,8,no,delivered,3,1304.99,-2,On-Time
1426.0,amazon logistics,furniture,van,standard,east,hot,61.4,45.46,2,24,no,delivered,3,443.38,-22,On-Time
1427.0,xpressbees,pharmacy,ev van,two day,north,clear,271.6,47.35,9,16,no,delivered,5,1500.05,-7,On-Time
1428.0,ecom express,groceries,ev bike,same day,south,cold,221.2,23.18,7,8,no,delivered,5,1275.54,-1,On-Time
1429.0,ekart,clothing,ev van,express,central,rainy,272.5,35.07,15,7,yes,delayed,3,1517.71,8,Late
1430.0,amazon logistics,fragile items,truck,express,central,clear,267.4,32.23,10,7,yes,delayed,3,1483.69,3,Late
1431.0,fedex,clothing,truck,two day,east,stormy,3.6,26.15,8,16,no,delivered,5,95.6674,-8,On-Time
1432.0,blue dart,clothing,scooter,standard,east,clear,161.9,29.44,6,24,no,delivered,4,897.82,-18,On-Time
1433.0,blue dart,fragile items,scooter,express,central,foggy,31.3,38.35,4,2,yes,failed,1,321.55,2,Late
1434.0,shadowfax,automobile parts,scooter,express,west,hot,102.8,42.88,3,4,no,delivered,5,692.64,-1,On-Time
1435.0,ekart,pharmacy,scooter,same day,east,hot,90.2,11.48,4,8,no,delivered,5,585.44,-4,On-Time
1436.0,delhivery,pharmacy,truck,standard,central,clear,154.3,4.16,3,24,no,delivered,5,783.98,-21,On-Time
1437.0,dhl,groceries,ev van,two day,central,hot,254.1,10.95,10,16,no,delivered,5,1303.35,-6,On-Time
1438.0,shadowfax,pharmacy,bike,express,south,rainy,44.4,39.82,6,2,yes,delayed,2,391.46,4,Late
1439.0,ekart,pharmacy,truck,same day,north,rainy,140.6,28.24,9,8,yes,delayed,2,887.72,1,Late
1440.0,ecom express,furniture,ev bike,same day,west,foggy,256.3,32.27,7,8,no,delivered,4,1478.31,-1,On-Time
1441.0,amazon logistics,pharmacy,van,standard,north,foggy,140.8,37.84,6,24,no,delivered,5,817.52,-18,On-Time
1442.0,fedex,furniture,scooter,two day,central,rainy,81.4,10.34,5,16,no,delivered,3,438.02,-11,On-Time
1443.0,ecom express,fragile items,van,express,west,stormy,168.8,34.16,10,5,yes,failed,1,996.48,5,Late
1444.0,dhl,cosmetics,ev bike,same day,north,stormy,5.9,8.44,7,8,no,delivered,3,154.82,-1,On-Time
1445.0,blue dart,groceries,ev van,same day,east,clear,136.8,27.73,4,8,no,delivered,5,867.19,-4,On-Time
1446.0,delhivery,pharmacy,ev bike,same day,west,rainy,158.0,6.54,6,8,no,delivered,4,909.62,-2,On-Time
1447.0,ecom express,documents,van,same day,north,rainy,67.0,12.28,6,8,no,delivered,4,471.84,-2,On-Time
1448.0,ecom express,clothing,truck,same day,central,stormy,76.1,29.94,5,8,no,delivered,5,570.32,-3,On-Time
1449.0,xpressbees,fragile items,ev bike,same day,north,rainy,32.0,47.55,6,8,no,delivered,4,402.65,-2,On-Time
1450.0,delhivery,pharmacy,ev bike,express,east,hot,268.1,19.15,8,7,yes,delayed,3,1447.95,1,Late
1451.0,ekart,electronics,bike,two day,north,hot,15.7,31.99,2,16,no,delivered,4,174.47,-14,On-Time
1452.0,delhivery,groceries,bike,same day,north,clear,267.6,42.55,9,8,yes,failed,2,1565.65,1,Late
1453.0,delhivery,automobile parts,van,two day,west,stormy,288.0,14.97,12,16,no,delivered,5,1484.91,-4,On-Time
